district_name,num_transactions,transaction_amount_rupees,year,state_name,quarter
banas kantha district,909575,1343558301.6357625,2019,gujarat,3
amreli district,244914,317090850.83197737,2019,gujarat,3
ahmadabad district,14605589,23081622347.556786,2019,gujarat,3
dohad district,144438,238896149.70514202,2019,gujarat,3
navsari district,3007618,5936350631.711407,2019,gujarat,3
patan district,596754,531383276.76570946,2019,gujarat,3
kachchh district,861897,1601375840.5830657,2019,gujarat,3
surendranagar district,287712,397315411.7410712,2019,gujarat,3
morbi district,235317,398680908.6562626,2019,gujarat,3
anand district,903182,1236581489.6519775,2019,gujarat,4
jamnagar district,519408,886972036.7121593,2019,gujarat,4
devbhumi dwarka district,133193,260447399.14664584,2019,gujarat,4
rajkot district,1134928,2127782298.9078345,2019,gujarat,4
aravallis district,265103,392592973.64206874,2019,gujarat,4
chhotaudepur district,81724,134517377.84686953,2019,gujarat,4
botad district,243788,283393816.3452396,2019,gujarat,4
bharuch district,1324720,2217755667.5707374,2019,gujarat,4
bhavnagar district,840951,1243923188.7559557,2019,gujarat,4
junagadh district,250823,403818838.9044242,2019,gujarat,4
mahesana district,1166283,1805374816.0740204,2019,gujarat,4
the dangs district,32377,41820330.86439365,2019,gujarat,4
kheda district,549665,786099096.2562544,2019,gujarat,4
surat district,4988183,9432189653.21497,2019,gujarat,4
porbandar district,84880,176788698.8012622,2019,gujarat,4
gandhinagar district,2081714,2917516449.8289948,2019,gujarat,4
panch mahals district,350408,502433000.8460094,2019,gujarat,4
narmada district,100155,166344819.91780126,2019,gujarat,4
gir somnath district,228665,413778689.95447534,2019,gujarat,4
valsad district,1028011,1666399666.2330923,2019,gujarat,4
mahisagar district,125155,213139955.09822798,2019,gujarat,4
sabar kantha district,538864,825447358.0033605,2019,gujarat,4
tapi district,163136,246612300.12495482,2019,gujarat,4
vadodara district,2908059,5087285259.821402,2019,gujarat,4
banas kantha district,1087381,1918665318.491047,2019,gujarat,4
amreli district,310698,508142052.510342,2019,gujarat,4
ahmadabad district,15696056,29657904578.49414,2019,gujarat,4
dohad district,187238,342066810.7207962,2019,gujarat,4
navsari district,2986534,6831783124.753632,2019,gujarat,4
patan district,541423,738645250.6057601,2019,gujarat,4
kachchh district,1023587,2070890492.2085972,2019,gujarat,4
surendranagar district,363831,570428007.4862839,2019,gujarat,4
morbi district,307509,583121237.1199065,2019,gujarat,4
anand district,1585982,2723181548.9945545,2021,gujarat,1
jamnagar district,899501,1894971999.4394412,2021,gujarat,1
devbhumi dwarka district,263772,630081190.7413921,2021,gujarat,1
rajkot district,2278417,5057583315.413301,2021,gujarat,1
aravallis district,655695,1314732516.1866503,2021,gujarat,1
chhotaudepur district,225606,452389275.3974223,2021,gujarat,1
botad district,367267,798953588.0229607,2021,gujarat,1
bharuch district,3420929,5756013890.9055805,2021,gujarat,1
bhavnagar district,1446583,3264511506.595693,2021,gujarat,1
junagadh district,543809,1204237180.1488335,2021,gujarat,1
mahesana district,2587041,5454846785.509393,2021,gujarat,1
the dangs district,83737,130412216.08515008,2021,gujarat,1
kheda district,1165033,2180336937.401629,2021,gujarat,1
surat district,13429789,28261722802.552788,2021,gujarat,1
porbandar district,184436,466162975.4066367,2021,gujarat,1
gandhinagar district,4275528,7290530767.260056,2021,gujarat,1
panch mahals district,976434,1849730326.470284,2021,gujarat,1
narmada district,268489,479844444.1932763,2021,gujarat,1
gir somnath district,575287,1368653768.466436,2021,gujarat,1
valsad district,2745663,4775335083.735588,2021,gujarat,1
mahisagar district,280340,582703615.8071253,2021,gujarat,1
sabar kantha district,1357102,2620770589.4913707,2021,gujarat,1
tapi district,612570,1114541037.7686372,2021,gujarat,1
vadodara district,7191021,11925964623.063154,2021,gujarat,1
banas kantha district,2927080,6883945517.865922,2021,gujarat,1
amreli district,513706,1123115019.4190373,2021,gujarat,1
ahmadabad district,36857358,68688129153.575096,2021,gujarat,1
dohad district,548628,1226581747.5402272,2021,gujarat,1
navsari district,1022239,1773256368.3156428,2021,gujarat,1
patan district,1165681,2425828408.868511,2021,gujarat,1
kachchh district,2664604,6036765372.934219,2021,gujarat,1
surendranagar district,806962,1725777306.55805,2021,gujarat,1
morbi district,848276,2219169833.3171697,2021,gujarat,1
anand district,1711394,3014631897.6682367,2021,gujarat,2
jamnagar district,1155054,2206347098.925128,2021,gujarat,2
devbhumi dwarka district,333279,738788439.0915308,2021,gujarat,2
rajkot district,2675842,5707346831.237131,2021,gujarat,2
aravallis district,847681,1683647671.7291918,2021,gujarat,2
chhotaudepur district,275873,540185404.7441366,2021,gujarat,2
botad district,550313,1280565807.277298,2021,gujarat,2
bharuch district,3937665,6464930552.559841,2021,gujarat,2
bhavnagar district,1660432,3448497365.237627,2021,gujarat,2
junagadh district,700286,1487953525.5343559,2021,gujarat,2
mahesana district,3118685,6292779692.204142,2021,gujarat,2
the dangs district,105158,157878766.4304675,2021,gujarat,2
kheda district,1362561,2503386769.0668764,2021,gujarat,2
surat district,15230233,30756115155.739143,2021,gujarat,2
porbandar district,227413,558446703.6568799,2021,gujarat,2
gandhinagar district,4552010,7835004938.194845,2021,gujarat,2
panch mahals district,1214442,2245183337.229858,2021,gujarat,2
narmada district,332174,534890391.66917926,2021,gujarat,2
gir somnath district,746122,1686621125.0672534,2021,gujarat,2
valsad district,3236626,5434041159.757242,2021,gujarat,2
mahisagar district,364905,744153750.2746319,2021,gujarat,2
sabar kantha district,1659480,3248644724.13906,2021,gujarat,2
tapi district,814911,1327829881.8383355,2021,gujarat,2
vadodara district,7847805,12902554421.650602,2021,gujarat,2
banas kantha district,3648428,8286069195.93278,2021,gujarat,2
amreli district,659562,1524494293.670391,2021,gujarat,2
ahmadabad district,44173046,79437951666.15146,2021,gujarat,2
dohad district,693945,1556292873.7368991,2021,gujarat,2
navsari district,1296111,2197674429.667848,2021,gujarat,2
patan district,1384484,2811156126.4368644,2021,gujarat,2
kachchh district,3268191,7040086478.344803,2021,gujarat,2
surendranagar district,1029627,2066433661.8066688,2021,gujarat,2
morbi district,1027658,2441470415.445466,2021,gujarat,2
anand district,2268123,3900508554.1397376,2021,gujarat,3
jamnagar district,1546406,2841962054.6034217,2021,gujarat,3
devbhumi dwarka district,418822,960353473.0403948,2021,gujarat,3
rajkot district,3586356,7726777654.637352,2021,gujarat,3
aravallis district,1072139,2034322149.7296264,2021,gujarat,3
chhotaudepur district,319271,611013838.0899625,2021,gujarat,3
botad district,775124,1847036989.381681,2021,gujarat,3
bharuch district,5280607,8322570348.519125,2021,gujarat,3
bhavnagar district,2001668,4470254984.23804,2021,gujarat,3
junagadh district,833587,1786079501.4768844,2021,gujarat,3
mahesana district,4085272,8371811502.22802,2021,gujarat,3
the dangs district,142421,220242754.8697721,2021,gujarat,3
kheda district,1748901,3172710752.9721527,2021,gujarat,3
surat district,21214459,40838608900.13971,2021,gujarat,3
porbandar district,275154,690810567.5533752,2021,gujarat,3
gandhinagar district,6318239,10546315790.961113,2021,gujarat,3
panch mahals district,1549556,2762752529.1230626,2021,gujarat,3
narmada district,446278,730606768.6161022,2021,gujarat,3
gir somnath district,912616,2047248878.9171567,2021,gujarat,3
valsad district,4434194,7173200940.388832,2021,gujarat,3
mahisagar district,442046,893324969.8932046,2021,gujarat,3
sabar kantha district,2129127,3945628260.6717844,2021,gujarat,3
tapi district,1010949,1621047025.5570326,2021,gujarat,3
vadodara district,10555446,16336422910.897554,2021,gujarat,3
banas kantha district,4877149,11302732744.859072,2021,gujarat,3
amreli district,880856,2030095872.7498639,2021,gujarat,3
ahmadabad district,58611265,101760598132.07088,2021,gujarat,3
dohad district,924227,1953033067.4008594,2021,gujarat,3
navsari district,1703437,2845342547.406067,2021,gujarat,3
patan district,1805160,3735782880.347761,2021,gujarat,3
kachchh district,4378602,9001941152.864368,2021,gujarat,3
surendranagar district,1292951,2671069363.2201557,2021,gujarat,3
morbi district,1407999,3472418252.020602,2021,gujarat,3
anand district,2754485,4901381738.859557,2021,gujarat,4
jamnagar district,1892202,3573928284.546256,2021,gujarat,4
devbhumi dwarka district,508824,1236361450.5936007,2021,gujarat,4
rajkot district,4398724,9808446763.924477,2021,gujarat,4
aravallis district,1389157,2813603551.6262503,2021,gujarat,4
chhotaudepur district,399985,776880205.8316607,2021,gujarat,4
botad district,981895,2347736165.7165422,2021,gujarat,4
bharuch district,6671068,10647007113.465914,2021,gujarat,4
bhavnagar district,2503192,5912161062.19894,2021,gujarat,4
junagadh district,1067289,2439626368.4466143,2021,gujarat,4
mahesana district,5022604,10719744656.891113,2021,gujarat,4
the dangs district,175673,266936831.3250107,2021,gujarat,4
kheda district,2115182,3982871287.806916,2021,gujarat,4
surat district,26358525,51244301661.33562,2021,gujarat,4
porbandar district,334768,922030259.8507378,2021,gujarat,4
gandhinagar district,7658806,13063535935.917791,2021,gujarat,4
panch mahals district,1950412,3527540820.947919,2021,gujarat,4
narmada district,547754,905726392.7486008,2021,gujarat,4
gir somnath district,1171670,2747773641.937811,2021,gujarat,4
valsad district,5798487,9554286592.777279,2021,gujarat,4
mahisagar district,559971,1204459443.933492,2021,gujarat,4
sabar kantha district,2653416,5247467974.524677,2021,gujarat,4
tapi district,1283905,2146758330.3483467,2021,gujarat,4
vadodara district,12675332,20051547592.844345,2021,gujarat,4
banas kantha district,6396725,14662295530.137415,2021,gujarat,4
amreli district,1108699,2596504411.041504,2021,gujarat,4
ahmadabad district,70075885,124559345468.31937,2021,gujarat,4
dohad district,1212646,2565405628.4936953,2021,gujarat,4
navsari district,2220944,3782948232.168639,2021,gujarat,4
patan district,2293931,4836124445.336521,2021,gujarat,4
kachchh district,5470337,11281039516.16741,2021,gujarat,4
surendranagar district,1571774,3524100667.2871084,2021,gujarat,4
morbi district,1763058,4532702026.275787,2021,gujarat,4
anand district,1002410,1492005921.358044,2020,gujarat,1
jamnagar district,535915,888291211.3069444,2020,gujarat,1
devbhumi dwarka district,163208,298422205.49491847,2020,gujarat,1
rajkot district,1339770,2664972202.0377035,2020,gujarat,1
aravallis district,346292,547983260.2568257,2020,gujarat,1
chhotaudepur district,105994,169035450.37507114,2020,gujarat,1
botad district,237947,320202835.47257966,2020,gujarat,1
bharuch district,1525995,2487359207.974853,2020,gujarat,1
bhavnagar district,922982,1568995164.3641589,2020,gujarat,1
junagadh district,285216,460302222.98997164,2020,gujarat,1
mahesana district,1294012,2067093335.3061204,2020,gujarat,1
the dangs district,40179,49248105.103593506,2020,gujarat,1
kheda district,639593,955217779.7992296,2020,gujarat,1
surat district,6801887,13770083573.568459,2020,gujarat,1
porbandar district,100021,201808374.9385136,2020,gujarat,1
gandhinagar district,2337267,3378567424.980505,2020,gujarat,1
panch mahals district,448015,704353748.9369581,2020,gujarat,1
narmada district,125838,192670611.26835415,2020,gujarat,1
gir somnath district,270678,492504287.9957706,2020,gujarat,1
valsad district,1342508,2197272850.2289653,2020,gujarat,1
mahisagar district,154457,257181105.77228773,2020,gujarat,1
sabar kantha district,641078,998959107.0451574,2020,gujarat,1
tapi district,204716,303751079.8885932,2020,gujarat,1
vadodara district,3398524,5791008308.342354,2020,gujarat,1
banas kantha district,1429235,2718891067.533261,2020,gujarat,1
amreli district,327785,539247006.6461108,2020,gujarat,1
ahmadabad district,17950876,35559467147.63747,2020,gujarat,1
dohad district,238828,449704484.81976056,2020,gujarat,1
navsari district,434441,632587167.9854003,2020,gujarat,1
patan district,594745,871002993.2617927,2020,gujarat,1
kachchh district,1305996,2617080218.9794,2020,gujarat,1
surendranagar district,421057,680689639.4884843,2020,gujarat,1
morbi district,358952,669117520.7466867,2020,gujarat,1
anand district,903716,1293524620.6371698,2020,gujarat,2
jamnagar district,598458,945318108.7687567,2020,gujarat,2
devbhumi dwarka district,214944,320029310.6632272,2020,gujarat,2
rajkot district,1360781,2344811087.112481,2020,gujarat,2
aravallis district,482363,680449750.2216419,2020,gujarat,2
chhotaudepur district,174739,212139861.26010585,2020,gujarat,2
botad district,378175,471813971.54553103,2020,gujarat,2
bharuch district,1673375,2438983130.5949507,2020,gujarat,2
bhavnagar district,1215195,1886223855.2019415,2020,gujarat,2
junagadh district,407623,572516201.7822087,2020,gujarat,2
mahesana district,1592579,2300168470.716814,2020,gujarat,2
the dangs district,62526,62273325.90559709,2020,gujarat,2
kheda district,784245,1018713290.4668504,2020,gujarat,2
surat district,5654552,9378177062.809792,2020,gujarat,2
porbandar district,134329,226224267.28940976,2020,gujarat,2
gandhinagar district,2039285,2913004123.5804567,2020,gujarat,2
panch mahals district,530453,752539616.4419664,2020,gujarat,2
narmada district,181581,226204689.1999839,2020,gujarat,2
gir somnath district,439795,683771357.3293531,2020,gujarat,2
valsad district,1498222,2040840946.3210487,2020,gujarat,2
mahisagar district,257444,374445950.708864,2020,gujarat,2
sabar kantha district,816984,1232845328.7457933,2020,gujarat,2
tapi district,294426,365909712.10364485,2020,gujarat,2
vadodara district,2796615,4621695376.570124,2020,gujarat,2
banas kantha district,1860625,3107051803.537753,2020,gujarat,2
amreli district,554744,809297901.4588158,2020,gujarat,2
ahmadabad district,16430916,32731896547.150333,2020,gujarat,2
dohad district,380381,634462423.0372827,2020,gujarat,2
navsari district,547410,658697480.6239362,2020,gujarat,2
patan district,759561,1054601004.9152005,2020,gujarat,2
kachchh district,1428844,2663558233.3213134,2020,gujarat,2
surendranagar district,590754,802465025.0907189,2020,gujarat,2
morbi district,374545,563192524.3777897,2020,gujarat,2
anand district,1069251,1753944278.7492592,2020,gujarat,3
jamnagar district,648790,1254572556.7632065,2020,gujarat,3
devbhumi dwarka district,211259,383470640.91771644,2020,gujarat,3
rajkot district,1490309,2995153084.6346493,2020,gujarat,3
aravallis district,482916,829207912.975971,2020,gujarat,3
chhotaudepur district,164691,257637246.1237919,2020,gujarat,3
botad district,340537,531013247.42391574,2020,gujarat,3
bharuch district,2145954,3492190237.8492537,2020,gujarat,3
bhavnagar district,1245647,2274620368.6960626,2020,gujarat,3
junagadh district,424025,798846723.6356487,2020,gujarat,3
mahesana district,1898909,3469191791.4686623,2020,gujarat,3
the dangs district,61483,71541218.6802228,2020,gujarat,3
kheda district,852224,1355999687.4186165,2020,gujarat,3
surat district,7272097,14667802723.390911,2020,gujarat,3
porbandar district,140684,291516188.3579706,2020,gujarat,3
gandhinagar district,2828558,4509986129.973013,2020,gujarat,3
panch mahals district,625835,1108852900.8189397,2020,gujarat,3
narmada district,188013,281090742.71599275,2020,gujarat,3
gir somnath district,456851,926514793.7373261,2020,gujarat,3
valsad district,1743270,2801506603.4157205,2020,gujarat,3
mahisagar district,223755,410598224.914323,2020,gujarat,3
sabar kantha district,978647,1639580053.3462,2020,gujarat,3
tapi district,386709,640774933.3223717,2020,gujarat,3
vadodara district,4247473,7377577452.229219,2020,gujarat,3
banas kantha district,2102221,4347810483.865207,2020,gujarat,3
amreli district,505391,878846985.3990886,2020,gujarat,3
